Raw_RSSI
-61
-53
-55
-53
-51
-56
-51
-61
-53
-61
-53
-52
-54
-51
-57
-51
-65
-53
-63
-53
-51
-53
-51
-56
-52
-63
-54
-65
-53
-54
-54
-53
-54
-53
-71
-53
-65
-53
-51
-52
-77
-57
-52
-54
-53
-75
-54
-52
-53
-53
-60
-53
-53
-54
-53
-55
-53
-53
-54
-60
-52
-53
-53
-54
-56
-53
-57
-54
-59
-53
-53
-53
-53
-56
-53
-56
-53
-64
-53
-52
-53
-53
-58
-53
-56
-54
-64
-54
-53
-52
-52
-58
-52
-55
-53
-68
-54
-53
-54
-52
-57
-53
-56
-52
-53
-53
-51
-53
-52
-57
-52
-57
-53
-52
-55
-51
-54
-51
-58
-52
-58
-52
-51
-53
-51
-55
-51
-60
-52
-58
-52
-51
-52
-51
-55
-51
-62
-53
-60
-52
-51
-52
-52
-56
-52
-64
-56
-62
-52
-51
-52
-52
-57
-52
-53
-53
-67
-53
-52
-53
-52
-58
-56
-52
-53
-53
-55
-51
-53
-53
-58
-52
-52
-53
-52
-55
-51
-55
-56
-58
-52
-51
-52
-51
-56
-52
-57
-54
-62
-55
-52
-52
-52
-57
-56
-56
-54
-63
-54
-53
-54
-52
-59
-54
-57
-54
-53
-54
-53
-54
-54
-59
-53
-58
-54
-54
-54
-53
-55
-53
-61
-54
-60
-54
-54
-53
-52
-54
-51
-58
-52
-57
-51
-51
-51
-51
-54
-51
-58
-52
-56
-51
-52
-51
-51
-54
-51
-61
-51
-59
-50
-50
-50
-51
-55
-86
-63
-52
-62
-51
-51
-50
-51
-56
-51
-52
-51
-63
-51
-51
-51
-52
-56
-52
-55
-52
-53
-53
-52
-53
-53
-60
-54
-53
-53
-53
-55
-52
-56
-54
-62
-55
-53
-53
-53
-57
-53
-59
-55
-64
-55
-53
-54
-53
-58
-53
-61
-55
-68
-54
-52
-54
-52
-60
-53
-54
-54
-68
-54
-53
-55
-52
-61
-53
-60
-54
-54
-53
-52
-54
-52
-62
-53
-58
-53
-53
-54
-53
-59
-52
-60
-52
-60
-53
-51
-53
-52
-56
-51
-63
-53
-64
-56
-56
-57
-56
-58
-57
-62
-56
-65
-56
-53
-56
-55
-62
-55
-64
-56
-62
-57
-52
-54
-54
-60
-54
-53
-55
-64
-56
-54
-55
-55
-58
-76
-54
-58
-54
-58
-54
-55
-76
-59
-55
-53
-55
-53
-58
-54
-57
-55
-61
-58
-52
-55
-52
-59
-53
-59
-55
-62
-55
-52
-54
-52
-60
-54
-58
-55
-53
-55
-53
-54
-52
-59
-53
-59
-55
-62
-56
-53
-55
-52
-58
-57
-59
-57
-54
-54
-53
-54
-52
-62
-52
-61
-53
-53
-53
-53
-59
-55
-59
-54
-57
-53
-53
-54
-52
-57
-53
-53
-53
-64
-55
-56
-59
-62
-61
-57
-68
-59
-70
-59
-56
-60
-58
-63
-58
-78
-60
-74
-59
-59
-60
-60
-62
-60
-58
-55
-64
-56
-55
-56
-55
-58
-55
-55
-55
-57
-58
-54
-56
-55
-58
-54
-58
-54
-55
-55
-55
-58
-55
-59
-55
-59
-54
-54
-55
-55
-59
-55
-62
-55
-59
-54
-54
-55
-55
-58
-55
-65
-56
-63
-55
-54
-53
-55
-56
-55
-64
-54
-62
-54
-54
-53
-54
-60
-53
-57
-53
-63
-53
-54
-53
-53
-57
-54
-56
-54
-56
-56
-55
-55
-55
-58
-54
-53
-54
-55
-57
-55
-58
-55
-58
-55
-54
-56
-55
-60
-56
-57
-56
-64
-56
-53
-53
-53
-57
-56
-56
-55
-58
-75
-52
-56
-51
-54
-52
-55
-53
-59
-54
-54
-56
-53
-56
-54
-55
-55
-55
-55
-56
-56
-55
-56
-55
-55
-55
-54
-55
-55
-56
-55
-56
-75
-56
-76
-53
-55
-56
-55
-56
-58
-56
-56
-55
-54
-55
-56
-55
-56
-76
-59
-58
-55
-54
-55
-56
-55
-56
-62
-55
-59
-76
-54
-55
-56
-55
-56
-54
-55
-62
-55
-55
-55
-55
-55
-55
-54
-55
-54
-55
-55
-55
-60
-56
-55
-53
-55
-54
-55
-56
-55
-55
-55
-55
-53
-55
-53
-55
-59
-56
-54
-58
-54
-52
-54
-53
-55
-56
-55
-55
-59
-55
-54
-55
-53
-55
-55
-54
-54
-62
-55
-55
-55
-54
-54
-54
-55
-54
-54
-54
-58
-54
-56
-55
-54
-54
-54
-55
-55
-55
-55
-56
-55
-54
-55
-54
-54
-54
-55
-55
-55
-57
-54
-55
-54
-54
-54
-56
-54
-55
-59
-55
-57
-54
-54
-54
-55
-54
-55
-61
-54
-59
-55
-54
-55
-55
-55
-55
-57
-54
-61
-55
-55
-55
-55
-54
-55
-55
-55
-55
-54
-56
-55
-54
-58
-55
-54
-54
-55
-54
-55
-55
-54
-55
-53
-53
-54
-54
-54
-55
-55
-55
-58
-54
-54
-54
-54
-54
-55
-55
-55
-60
-55
-54
-55
-54
-58
-55
-55
-55
-77
-55
-55
-55
-76
-54
-54
-54
-54
-57
-54
-55
-55
-55
-55
-54
-54
-54
-54
-54
-55
-54
-55
-55
-55
-55
-54
-54
-54
-55
-54
-55
-57
-54
-55
-53
-54
-53
-54
-54
-55
-58
-55
-56
-56
-53
-54
-55
-53
-54
-83
-53
-57
-55
-54
-55
-55
-53
-54
-58
-58
-62
-56
-55
-54
-55
-55
-55
-54
-54
-59
-55
-55
-55
-54
-56
-55
-53
-54
-53
-54
-55
-55
-54
-55
-54
-54
-54
-53
-54
-56
-54
-58
-58
-55
-54
-54
-54
-54
-56
-54
-54
-59
-55
-55
-54
-54
-54
-56
-54
-55
-61
-54
-55
-55
-55
-55
-56
-54
-55
-59
-55
-56
-55
-56
-56
-55
-55
-54
-55
-54
-56
-54
-56
-56
-55
-55
-54
-55
-54
-60
-54
-56
-57
-55
-56
-54
-54
-55
-56
-54
-56
-58
-54
-57
-54
-54
-54
-55
-54
-56
-59
-54
-58
-55
-54
-54
-55
-54
-56
-59
-54
-62
-55
-55
-55
-55
-55
-55
-54
-54
-58
-56
-56
-56
-55
-55
-56
-55
-55
-55
-54
-56
-55
-55
-55
-55
-54
-54
-54
-54
-56
-54
-55
-57
-54
-54
-54
-54
-53
-56
-53
-54
-57
-54
-54
-53
